"","addr_state","annual_inc","int_rate","issue_d","loan_amnt"
"730","GA",111740,14.27,2011,5000
"731","RI",67500,17.58,2011,20050
"732","NY",41000,16.77,2011,7000
"733","MA",120000,10.65,2011,25000
"734","CA",30000,12.69,2011,3000
"735","CT",41500,17.27,2011,8400
"736","FL",60000,23.91,2011,24925
"737","OH",75000,9.91,2011,5000
"738","FL",80000,14.27,2011,12000
"739","WI",42000,12.42,2011,12000
"740","CA",41600,11.71,2011,13200
"741","NJ",48000,6.03,2011,6000
"742","PA",50000,6.62,2011,10000
"743","NY",70000,12.42,2011,17500
"744","MO",53000,10.65,2011,6500
"745","MN",65000,7.51,2011,10000
"746","LA",85000,9.91,2011,12000
"747","CA",55000,14.27,2011,10000
"748","MA",36000,14.27,2011,12375
"749","FL",26000,10.65,2011,10000
"750","IL",70000,18.25,2011,20000
"751","NY",80000,19.03,2011,4400
"752","GA",80000,13.49,2011,25000
"753","NC",45696,12.42,2011,14125
"754","NJ",1e+05,20.3,2011,35000
"755","TX",62000,12.69,2011,13600
"756","MA",50000,12.69,2011,20000
"757","PA",66000,13.49,2011,18000
"758","MO",80000,16.77,2011,13000
"759","TX",1e+05,16.77,2011,35000
"760","MI",123000,14.27,2011,35000
"761","MA",70000,11.71,2011,12000
"762","IL",60000,13.49,2011,7200
"763","FL",150000,15.96,2011,25000
"764","CA",80000,12.69,2011,4000
"765","FL",31000,7.51,2011,7000
"766","SC",90000,13.49,2011,15000
"767","PA",61600,11.71,2011,12800
"768","NC",71316,20.89,2011,35000
"769","FL",42000,16.77,2011,15000
"770","CT",34000,7.9,2011,7200
"771","AR",36000,17.27,2011,13000
"772","NJ",65000,7.9,2011,28000
"773","AL",35000,9.91,2011,12000
"774","NV",50000,17.58,2011,16000
"775","NY",62004,8.9,2011,14000
"776","CA",74000,11.71,2011,11500
"777","GA",42000,14.65,2011,10500
"778","CT",48000,12.42,2011,14400
"779","CA",65000,9.91,2011,16000
"780","WA",15360,9.91,2011,5375
"781","FL",61000,13.49,2011,12000
"782","NY",83000,7.51,2011,12000
"783","CA",120000,6.03,2011,17000
"784","AZ",106000,19.03,2011,30000
"785","OH",42000,20.3,2011,13000
"786","MO",30000,7.51,2011,7125
"787","TX",32000,18.25,2011,14000
"788","CA",72100,14.65,2011,8000
"789","HI",58000,11.71,2011,12500
"790","NY",40000,14.27,2011,10000
"791","CA",75000,13.49,2011,12000
"792","IL",48880,10.65,2011,14000
"793","MA",48000,6.03,2011,7500
"794","WA",40000,9.91,2011,19200
"795","FL",110000,11.71,2011,9000
"796","CA",60000,17.27,2011,16000
"797","CT",65000,8.9,2011,20000
"798","FL",50000,13.49,2011,9000
"799","CA",55000,7.51,2011,9600
"800","CA",63000,12.69,2011,12000
"801","TX",133224,11.71,2011,18000
"802","AR",35100,13.49,2011,1000
"803","PA",38000,15.27,2011,15000
"804","CA",38000,16.77,2011,12000
"805","CA",41000,14.27,2011,12000
"806","NC",108000,8.9,2011,14000
"807","MD",43000,15.96,2011,15600
"808","TX",45000,10.65,2011,10000
"809","OH",23000,12.69,2011,7200
"810","MO",47532,15.27,2011,22250
"811","MA",26000,17.27,2011,13250
"812","NC",150000,14.27,2011,26400
"813","WI",32000,9.91,2011,11000
"814","MN",55000,8.9,2011,9600
"815","CA",35000,16.77,2011,10000
"816","MA",75000,15.96,2011,7000
"817","TX",74000,9.91,2011,11000
"818","OH",50000,16.77,2011,13000
"819","OK",30000,7.51,2011,5000
"820","DC",37000,11.71,2011,6000
"821","CA",105000,13.49,2011,3000
"822","CA",42000,16.77,2011,8200
"823","CA",80000,12.42,2011,17000
"824","FL",35000,10.65,2011,5000
"825","AZ",23000,8.9,2011,6400
"826","PA",50000,16.29,2011,13000
"827","GA",36000,11.71,2011,18000
"828","SC",60000,15.27,2011,16000
"829","NJ",40000,17.27,2011,13200
"830","KY",38200,16.77,2011,10000
"831","FL",37000,15.96,2011,15000
"832","CA",56000,14.27,2011,5000
"833","CA",38000,7.9,2011,7200
"834","TX",43000,7.9,2011,15000
"835","CA",60000,19.42,2011,15700
"836","FL",46000,21.28,2011,5000
"837","FL",105000,11.71,2011,9600
"838","NY",107000,19.91,2011,16000
"839","CA",235000,19.03,2011,35000
"840","OK",70000,14.65,2011,21000
"841","CA",78000,17.58,2011,12000
"842","WV",24000,10.65,2011,6000
"843","NJ",51750,20.3,2011,20000
"844","TX",57600,14.65,2011,6000
"845","VA",50000,12.69,2011,7150
"846","VA",55000,19.42,2011,13000
"847","CT",120000,6.62,2011,32000
"848","CA",108000,15.27,2011,8000
"849","NY",40000,13.49,2011,15500
"850","IL",97600,8.9,2011,7000
"851","MO",70800,6.62,2011,12000
"852","TX",45000,14.65,2011,10400
"853","CT",60000,12.69,2011,12000
"854","CA",88000,11.71,2011,8000
"855","KS",74000,16.29,2011,16000
"856","VA",91500,10.65,2011,4500
"857","IL",42500,12.42,2011,5000
"858","GA",45000,16.29,2011,3600
"859","FL",75000,20.3,2011,30000
"860","NJ",103000,13.49,2011,21000
"861","IL",42000,14.27,2011,7000
"862","NY",90000,7.9,2011,17475
"863","MA",63000,12.69,2011,27575
"864","NC",25000,8.9,2011,7000
"865","MA",35000,7.9,2011,15000
"866","AZ",16000,13.49,2011,2250
"867","GA",53000,12.42,2011,17050
"868","NY",110000,16.77,2011,16500
"869","GA",69000,19.91,2011,35000
"870","NC",16000,12.42,2011,3250
"871","TX",38400,7.9,2011,7000
"872","NJ",80000,11.71,2011,24000
"873","IL",80952,16.77,2011,13200
"874","PA",65000,8.9,2011,22750
"875","CA",70000,8.9,2011,12000
"876","TX",175000,10.65,2011,30000
"877","CA",34000,12.69,2011,1200
"878","FL",35000,8.9,2011,4800
"879","CA",60000,20.89,2011,18000
"880","CA",35000,8.9,2011,7200
"881","CA",35000,9.91,2011,15000
"882","CA",60000,15.27,2011,10500
"883","CA",75000,17.27,2011,15000
"884","IL",66000,7.9,2011,5000
"885","IL",77000,13.49,2011,12800
"886","CA",62000,8.9,2011,4000
"887","NC",73000,12.42,2011,14000
"888","MA",130000,11.71,2011,27000
"889","WA",61000,12.42,2011,15000
"890","CA",90000,20.89,2011,35000
"891","VA",25000,14.27,2011,2400
"892","FL",14400,12.42,2011,5900
"893","OR",70000,11.71,2011,5000
"894","AZ",82500,19.42,2011,22000
"895","OK",35000,17.58,2011,13250
"896","NY",43200,14.27,2011,12600
"897","TX",125000,11.71,2011,20000
"898","VT",80000,7.9,2011,18000
"899","OK",87500,16.77,2011,19200
"900","WV",22000,11.71,2011,7000
"901","MA",80000,15.96,2011,25000
"902","TX",70000,6.03,2011,10000
"903","FL",17352,15.27,2011,2250
"904","PA",63208,9.91,2011,23000
"905","GA",48000,17.27,2011,6750
"906","FL",45500,10.65,2011,10000
"907","MT",48000,11.71,2011,16000
"908","IL",19200,8.9,2011,5600
"909","CT",68000,19.42,2011,12000
"910","NJ",35000,6.03,2011,4800
"911","FL",63000,14.65,2011,25000
"912","CA",29406,11.71,2011,10000
"913","PA",26004,9.91,2011,2200
"914","CA",120000,12.69,2011,24000
"915","WI",110000,7.9,2011,16000
"916","NH",34000,9.91,2011,10000
"917","VT",26500,14.27,2011,10625
"918","NC",40000,14.65,2011,9600
"919","OH",88800,20.89,2011,7200
"920","NY",1e+05,8.9,2011,12000
"921","NY",45000,12.42,2011,5000
"922","NY",85000,21.67,2011,30000
"923","HI",36000,16.29,2011,12000
"924","NY",80000,17.27,2011,18000
"925","VA",50000,9.91,2011,10000
"926","NJ",75000,9.91,2011,10000
"927","GA",105000,7.51,2011,26000
"928","CA",45408,9.91,2011,17475
"929","CA",72000,22.35,2011,10400
"930","CA",67500,10.65,2011,10000
"931","GA",60000,19.42,2011,17250
"932","NC",65000,6.62,2011,10000
"933","OH",55000,13.49,2011,12000
"934","MA",34848,7.9,2011,6000
"935","CA",48000,18.25,2011,19075
"936","OH",55000,11.71,2011,20000
"937","NY",65000,7.9,2011,24000
"938","PA",55000,17.27,2011,17200
"939","TX",75000,8.9,2011,15000
"940","NM",30000,11.71,2011,10625
"941","PA",30000,14.65,2011,8400
"942","CA",160000,14.65,2011,28000
"943","GA",60000,15.96,2011,16000
"944","MN",59000,16.77,2011,18000
"945","TX",35000,14.27,2011,15000
"946","VA",81800,13.49,2011,20675
"947","TX",65000,12.69,2011,13225
"948","FL",44400,13.49,2011,11775
"949","NJ",61500,17.27,2011,16400
"950","AR",46000,12.42,2011,10075
"951","NY",62000,14.27,2011,10000
"952","NC",88000,12.42,2011,14000
"953","NY",50000,9.91,2011,13000
"954","FL",75000,11.71,2011,15000
"955","NY",90000,16.77,2011,5000
"956","CO",1e+05,7.51,2011,9350
"957","FL",110000,20.3,2011,30000
"958","CT",40000,12.42,2011,18225
"959","NY",50000,15.27,2011,18000
"960","KY",88824,6.62,2011,3600
"961","NH",180000,10.65,2011,29000
"962","MD",40000,16.29,2011,5000
"963","PA",50000,16.29,2011,6400
"964","FL",40000,16.77,2011,12000
"965","VA",114054,8.9,2011,35000
"966","TX",70000,9.91,2011,18000
"967","PA",35000,22.35,2011,8075
"968","SC",45000,8.9,2011,15625
"969","CO",77000,13.49,2011,24000
"970","PA",61400,14.27,2011,5000
"971","CT",76800,20.89,2011,14000
"972","PA",80000,16.77,2011,6000
"973","CA",90000,9.91,2011,7200
"974","NJ",32000,14.27,2011,5000
"975","FL",42000,10.65,2011,6600
"976","CA",24000,6.62,2011,7000
"977","CA",130000,15.27,2011,20000
"978","NJ",35000,12.42,2011,8000
"979","HI",70000,9.91,2011,12000
"980","CA",67000,11.71,2011,20000
"981","NY",31000,8.9,2011,10000
"982","NJ",50000,12.69,2011,16000
"983","MO",145000,11.71,2011,10000
"984","CA",66000,16.29,2011,18000
"985","NY",1e+05,12.42,2011,4000
"986","WA",60000,12.42,2011,15000
"987","RI",40000,18.64,2011,10000
"988","CA",45000,14.27,2011,29500
"989","TX",103000,19.42,2011,20125
"990","FL",137000,21.28,2011,30000
"991","MO",103000,16.77,2011,24000
"992","VA",75000,15.96,2011,14000
"993","RI",42000,10.65,2011,5375
"994","NV",50000,8.9,2011,8300
"995","MA",50000,8.9,2011,7000
"996","NJ",80004,15.27,2011,2425
"997","CA",43000,9.91,2011,6950
"998","FL",32000,9.91,2011,12375
"999","CO",85000,20.3,2011,35000
"1000","CA",60500,17.27,2011,14000
"1001","NY",35000,14.27,2011,14000
"1002","KS",24000,14.27,2011,5500
"1003","CA",44600,14.65,2011,4800
"1004","DC",52000,12.69,2011,9000
"1005","NY",67000,12.69,2011,16000
"1006","CA",44136,7.9,2011,5000
"1007","FL",66000,12.42,2011,35000
"1008","WA",36000,7.9,2011,18500
"1009","GA",52000,15.27,2011,5350
"1010","VA",65000,12.69,2011,25000
"1011","NY",36000,10.65,2011,10000
"1012","MD",36500,7.51,2011,12000
"1013","WA",40000,9.91,2011,18000
"1014","CA",56604,17.58,2011,3000
"1015","CA",23040,7.9,2011,6000
"1016","NY",90000,16.77,2011,20000
"1017","NC",99224.88,19.03,2011,35000
"1018","VA",52000,9.91,2011,10000
"1019","NJ",35000,9.91,2011,12000
"1020","CA",17640,7.9,2011,5875
"1021","MA",86000,13.49,2011,10000
"1022","MD",118075,11.71,2011,28000
"1023","NY",48000,11.71,2011,11200
"1024","CA",65000,14.27,2011,10000
"1025","CA",40000,14.27,2011,20000
"1026","NJ",28800,14.27,2011,9450
"1027","TX",38000,16.77,2011,19000
"1028","NJ",85000,18.64,2011,18825
"1029","NJ",52000,17.58,2011,20400
"1030","PA",62361,12.69,2011,21650
"1031","MD",122400,21.67,2011,24000
"1032","NJ",52000,17.27,2011,24500
"1033","IL",45000,10.65,2011,9000
"1034","CA",75000,11.71,2011,15000
"1035","NY",50000,18.64,2011,20000
"1036","MD",36000,19.42,2011,7100
"1037","TX",40000,10.65,2011,6000
"1038","NY",25000,7.9,2011,5600
"1039","NY",85000,10.65,2011,7000
"1040","NY",80000,14.27,2011,20300
"1041","IL",55000,10.65,2011,6000
"1042","RI",62000,14.27,2011,30000
"1043","NJ",110000,7.9,2011,12000
"1044","FL",44000,10.65,2011,13650
"1045","MA",76000,12.69,2011,24000
"1046","WA",51000,18.64,2011,6200
"1047","CA",106000,14.65,2011,25000
"1048","VA",42000,13.49,2011,12000
"1049","MI",78000,7.51,2011,2300
"1050","UT",19240,10.65,2011,8875
"1051","NY",75000,21.28,2011,18800
"1052","VA",75000,11.71,2011,12000
"1053","MD",52800,7.9,2011,9000
"1054","PA",75000,8.9,2011,7600
"1055","FL",40000,11.71,2011,16000
"1056","OH",24000,18.25,2011,12000
"1057","CT",45000,20.89,2011,22500
"1058","FL",105000,18.25,2011,20000
"1059","MD",60000,13.49,2011,6000
"1060","MA",53000,9.91,2011,7200
"1061","WA",46330,10.65,2011,8000
"1062","AL",59000,19.03,2011,24575
"1063","OH",36000,14.65,2011,18000
"1064","PA",95000,7.51,2011,19000
"1065","CA",58977,15.27,2011,14400
"1066","NJ",75000,12.69,2011,8400
"1067","OR",27000,12.69,2011,7500
"1068","NV",72000,20.89,2011,30000
"1069","PA",37000,15.96,2011,12375
"1070","WA",69077,7.51,2011,10000
"1071","NY",54329,17.27,2011,22000
"1072","NY",2e+05,12.69,2011,12000
"1073","OH",110000,12.69,2011,5000
"1074","NC",63500,16.29,2011,21000
"1075","TX",70000,8.9,2011,24000
"1076","MD",30000,13.49,2011,6000
"1077","NY",54996,6.03,2011,4800
"1078","WA",21000,20.89,2011,5000
"1079","NH",38000,14.65,2011,5850
"1080","AL",72000,18.64,2011,17000
"1081","MA",75000,11.71,2011,21000
"1082","NV",56000,17.27,2011,17475
"1083","CA",48000,8.9,2011,4750
"1084","CA",1e+05,20.89,2011,12000
"1085","RI",50000,7.51,2011,5275
"1086","SD",28500,12.69,2011,9175
"1087","FL",37000,16.77,2011,9600
"1088","GA",60000,14.27,2011,34475
"1089","NJ",70000,14.27,2011,22500
"1090","WA",80000,22.06,2011,12000
"1091","GA",40000,6.03,2011,12000
"1092","KS",74143.68,17.27,2011,10050
"1093","MA",94500,19.91,2011,21000
"1094","CA",57000,17.27,2011,15000
"1095","CA",50000,12.69,2011,19400
"1096","FL",42000,15.27,2011,10000
"1097","PA",53000,15.27,2011,10000
"1098","CA",22000,10.65,2011,4800
"1099","CA",90000,11.71,2011,35000
"1100","WI",42000,11.71,2011,18200
"1101","PA",35000,12.69,2011,6400
"1102","MD",54000,16.77,2011,13000
"1103","IL",40000,15.27,2011,2500
"1104","VA",49000,9.91,2011,6300
"1105","MD",38000,11.71,2011,4400
"1106","VA",118000,12.69,2011,6000
"1107","CA",54000,20.89,2011,20500
"1108","CA",135000,20.3,2011,8800
"1109","NC",53000,13.49,2011,17000
"1110","SD",60000,7.9,2011,18000
"1111","PA",116500,19.42,2011,20000
"1112","NJ",44000,12.69,2011,10000
"1113","WI",52000,11.71,2011,16000
"1114","WI",65000,17.58,2011,34000
"1115","DC",51000,13.49,2011,16000
"1116","NY",45000,15.27,2011,11100
"1117","NY",60000,13.49,2011,21000
"1118","CO",40000,19.42,2011,12000
"1119","NY",20000,11.71,2011,5000
"1120","NY",42000,17.27,2011,21000
"1121","DE",25000,11.71,2011,10625
"1122","MD",112000,7.51,2011,18500
"1123","MO",30000,12.42,2011,3600
"1124","GA",27050,15.96,2011,8500
"1125","PA",35000,8.9,2011,12000
"1126","NY",30000,11.71,2011,11700
"1127","NJ",70000,14.27,2011,15000
"1128","CA",105000,9.91,2011,13000
"1129","GA",52000,12.69,2011,9500
"1130","NY",108000,16.77,2011,20000
"1131","VA",92496,14.27,2011,1800
"1132","CA",47000,13.49,2011,20000
"1133","FL",24000,8.9,2011,6000
"1134","MD",67000,17.27,2011,13000
"1135","MA",50000,6.62,2011,14400
"1136","GA",48996,7.9,2011,5000
"1137","NY",165000,18.25,2011,12000
"1138","NY",70000,11.71,2011,25000
"1139","IL",49000,19.03,2011,21650
"1140","TX",85470,16.77,2011,19500
"1141","MD",84855,7.51,2011,5000
"1142","CA",32160,14.65,2011,5200
"1143","TX",50000,13.49,2011,6000
"1144","NC",47000,18.64,2011,4000
"1145","NY",62000,12.69,2011,15000
"1146","CA",115000,11.71,2011,8000
"1147","GA",64000,17.27,2011,16500
"1148","VA",96000,12.42,2011,11900
"1149","AZ",1e+05,13.49,2011,20000
"1150","TX",25000,15.27,2011,4000
"1151","OR",40100,9.91,2011,12000
"1152","AR",75000,6.03,2011,10200
"1153","FL",95000,11.71,2011,12000
"1154","IL",55000,11.71,2011,3000
"1155","MI",175000,10.65,2011,3500
"1156","CA",37000,6.62,2011,11000
"1157","WV",60500,12.42,2011,17000
"1158","TX",60000,15.96,2011,15000
"1159","CA",52000,7.51,2011,12000
"1160","NY",95000,23.91,2011,29100
"1161","TX",48000,14.65,2011,5000
"1162","NY",60000,7.9,2011,25850
"1163","CA",140000,15.96,2011,16400
"1164","FL",65000,12.69,2011,12000
"1165","NV",47000,15.96,2011,9600
"1166","FL",28000,7.51,2011,8000
"1167","IL",45256,10.65,2011,17500
"1168","DC",70000,19.91,2011,16000
"1169","UT",165000,19.91,2011,35000
"1170","CA",70000,7.9,2011,4000
"1171","PA",90000,14.27,2011,1500
"1172","IL",46000,8.9,2011,14000
"1173","NY",30000,12.42,2011,8000
"1174","MN",38000,10.65,2011,8000
"1175","CA",45000,13.49,2011,25000
"1176","FL",50000,8.9,2011,4000
"1177","AL",40800,11.71,2011,20400
"1178","PA",27000,11.71,2011,10000
"1179","WA",40000,12.42,2011,10000
"1180","CT",28675.92,8.9,2011,6000
"1181","GA",174000,20.89,2011,35000
"1182","CA",72000,7.9,2011,18000
"1183","CA",90000,11.71,2011,3300
"1184","CA",70000,15.27,2011,15000
"1185","VA",127000,9.91,2011,6000
"1186","MN",70000,19.42,2011,35000
"1187","CA",62500,18.25,2011,20000
"1188","IL",35000,14.27,2011,12200
"1189","IL",55044.48,13.49,2011,4200
"1190","IL",81000,16.77,2011,25000
"1191","KY",45000,21.28,2011,22575
"1192","TX",90000,14.65,2011,20000
"1193","AZ",60000,15.27,2011,18000
"1194","NY",76500,12.42,2011,10000
"1195","TX",63000,9.91,2011,12000
"1196","NC",57000,10.65,2011,8000
"1197","AZ",60000,7.9,2011,7175
"1198","NY",80000,12.69,2011,15000
"1199","NY",45000,12.69,2011,22500
"1200","FL",100800,14.27,2011,35000
"1201","WA",47840,12.69,2011,12000
"1202","TX",110000,18.64,2011,35000
"1203","FL",40000,23.52,2011,18250
"1204","CA",55800,18.64,2011,20000
"1205","CA",130000,6.03,2011,15000
"1206","NY",80000,11.71,2011,12500
"1207","NY",60000,13.49,2011,15000
"1208","NY",48000,17.58,2011,16750
"1209","MN",54600,7.51,2011,8000
"1210","FL",35000,11.71,2011,10400
"1211","NJ",42000,12.42,2011,6000
"1212","NY",85000,8.9,2011,7000
"1213","WA",47500,15.96,2011,10000
"1214","FL",243600,6.03,2011,12000
"1215","WA",38417.6,15.27,2011,12000
"1216","TX",84000,20.89,2011,17000
"1217","OH",31200,10.65,2011,12950
"1218","NJ",70000,14.65,2011,16000
"1219","MI",56496,15.96,2011,10000
"1220","FL",42240,6.62,2011,8000
"1221","CA",152000,20.3,2011,24000
"1222","MN",30000,12.42,2011,7700
"1223","CO",47000,7.9,2011,15000
"1224","CA",120000,18.64,2011,30000
"1225","MN",50000,11.71,2011,12000
"1226","OK",39000,7.9,2011,1200
"1227","GA",26976,7.51,2011,9000
"1228","CA",50000,13.49,2011,12000
"1229","MA",30000,7.9,2011,5000
"1230","IL",45000,14.27,2011,10400
"1231","WA",72000,9.91,2011,30000
"1232","NY",103000,17.27,2011,7200
"1233","NV",57700,10.65,2011,3500
"1234","KS",52470,18.25,2011,19500
"1235","CA",49200,11.71,2011,6350
"1236","FL",90000,12.42,2011,15000
"1237","TX",80000,6.03,2011,10000
"1238","AK",72000,7.51,2011,8400
"1239","NY",90000,9.91,2011,12000
"1240","FL",47840,20.3,2011,22750
"1241","FL",1e+05,20.3,2011,20000
"1242","TX",58000,8.9,2011,8875
"1243","GA",17000,14.27,2011,5000
"1244","OH",45000,6.62,2011,11200
"1245","CA",90000,13.49,2011,4000
"1246","CA",75000,12.69,2011,15000
"1247","NM",30000,16.77,2011,14750
"1248","OH",125000,7.9,2011,15000
"1249","MN",45000,12.69,2011,2500
"1250","CA",26400,8.9,2011,13475
"1251","WI",35000,13.49,2011,14000
"1252","CA",16800,6.03,2011,6625
"1253","IL",45000,6.62,2011,10000
"1254","IL",45000,19.03,2011,12000
"1255","IL",87000,18.64,2011,20000
"1256","GA",85000,14.65,2011,14000
"1257","FL",84500,8.9,2011,35000
"1258","OR",45000,18.25,2011,4800
"1259","MN",57000,7.9,2011,12875
"1260","MI",30108,8.9,2011,1400
"1261","TX",72000,17.58,2011,22000
"1262","FL",53000,16.29,2011,12000
"1263","CA",25600,8.9,2011,9000
"1264","CA",66000,14.65,2011,12000
"1265","FL",57000,19.03,2011,17000
"1266","CO",55000,16.77,2011,18000
"1267","SC",33000,6.03,2011,2000
"1268","CO",80000,12.42,2011,8000
"1269","FL",32000,12.42,2011,10000
"1270","FL",35000,12.42,2011,6900
"1271","NV",44720,7.9,2011,6000
"1272","NY",170000,12.42,2011,13000
"1273","IL",50000,9.91,2011,18650
"1274","CO",43080,10.65,2011,2400
"1275","IL",60000,12.42,2011,8000
"1276","AL",50000,19.03,2011,25975
"1277","LA",32500,6.62,2011,5000
"1278","MO",24960,13.49,2011,12500
"1279","CA",42000,17.58,2011,20000
"1280","AZ",50000,6.03,2011,4800
"1281","FL",55000,9.91,2011,30000
"1282","MO",93500,22.06,2011,25000
"1283","PA",20000,10.65,2011,9250
"1284","NJ",72000,9.91,2011,2400
"1285","CA",75000,18.25,2011,12000
"1286","GA",70000,13.49,2011,3000
"1287","FL",40000,13.49,2011,12000
"1288","MN",30000,17.58,2011,10000
"1289","MA",26400,13.49,2011,10000
"1290","TX",65000,16.77,2011,20000
"1291","CA",70000,7.9,2011,16000
"1292","FL",68000,17.27,2011,22800
"1293","CA",52000,14.65,2011,18000
"1294","FL",39600,6.62,2011,3500
"1295","KS",62400,10.65,2011,20000
"1296","CA",18000,11.71,2011,3000
"1297","IL",50000,10.65,2011,27300
"1298","OR",29323,15.27,2011,12250
"1299","NY",140000,13.49,2011,20000
"1300","FL",20000,16.29,2011,4350
"1301","WI",47000,17.58,2011,21200
"1302","WA",45000,9.91,2011,2700
"1303","MN",50000,14.27,2011,8000
"1304","LA",48000,14.27,2011,6000
"1305","TX",66000,9.91,2011,7000
"1306","MO",42000,7.9,2011,7000
"1307","TX",19200,11.71,2011,6025
"1308","PA",61284,18.25,2011,15000
"1309","WA",140000,17.27,2011,18000
"1310","WI",39624,15.27,2011,20250
"1311","OR",26000,14.27,2011,3825
"1312","IL",48000,6.03,2011,10000
"1313","AR",26500,12.42,2011,6000
"1314","OH",39990,14.27,2011,2400
"1315","CA",45000,12.69,2011,7200
"1316","IL",38000,9.91,2011,14000
"1317","FL",51008,14.65,2011,8400
"1318","WY",95000,10.65,2011,13000
"1319","NY",35000,6.62,2011,4200
"1320","WA",35000,11.71,2011,20000
"1321","IL",50000,22.06,2011,7000
"1322","WI",37500,13.49,2011,13250
"1323","CO",32000,18.25,2011,3600
"1324","IL",27840,13.49,2011,14000
"1325","FL",24000,6.62,2011,6000
"1326","WA",45000,7.9,2011,9000
"1327","CO",73600,12.42,2011,15000
"1328","IL",77000,14.65,2011,10000
"1329","VA",40000,14.27,2011,9000
"1330","CA",22000,12.42,2011,5325
"1331","NC",75000,6.03,2011,12000
"1332","FL",35000,10.65,2011,14000
"1333","CA",50000,17.27,2011,20000
"1334","WA",50000,14.65,2011,16000
"1335","MA",68750,17.27,2011,35000
"1336","NH",71200,12.42,2011,11000
"1337","TX",47000,12.42,2011,5000
"1338","NY",50000,13.49,2011,20000
"1339","NJ",71000,12.69,2011,35000
"1340","CA",1e+05,18.25,2011,12000
"1341","AZ",60000,7.51,2011,12000
